compound,Tc,source
FeBiO3,"[   3.      3.    190.    350.    365.    370.    587.    640.    640.
  642.15  643.    643.    643.    643.    643.    643.    643.    643.
  643.    643.    643.    643.15  643.15  643.15  647.    647.    650.
  653.    680.    680.    710.    830.   1043.   1083.   1083.15 1100.
 1100.   1100.   1102.15 1103.   1103.   1103.   1103.   1103.   1103.
 1103.   1103.   1103.   1103.   1103.15 1103.15 1103.15 1103.15 1103.15
 1108.15 1123.15 1123.15 1143.  ]","['10.1016/S0022-3697(02)00284-6' '10.1016/j.actamat.2016.03.071'
 '10.1016/j.actamat.2016.03.071' '10.1016/j.actamat.2016.03.071'
 '10.1016/j.ceramint.2013.03.084' '10.1016/j.ceramint.2015.12.126'
 '10.1016/j.ceramint.2019.01.035' '10.1016/j.ceramint.2019.01.035'
 '10.1016/j.ceramint.2021.04.049' '10.1016/j.ceramint.2021.04.049'
 '10.1016/j.cjph.2017.04.021' '10.1016/j.inoche.2021.108483'
 '10.1016/j.jallcom.2007.07.069' '10.1016/j.jallcom.2012.09.142'
 '10.1016/j.jallcom.2012.09.142' '10.1016/j.jallcom.2015.06.131'
 '10.1016/j.jallcom.2015.06.131' '10.1016/j.jallcom.2016.03.032'
 '10.1016/j.jallcom.2018.05.241' '10.1016/j.jallcom.2018.05.241'
 '10.1016/j.jallcom.2020.155214' '10.1016/j.jallcom.2020.158060'
 '10.1016/j.jeurceramsoc.2014.08.016' '10.1016/j.jmmm.2006.10.135'
 '10.1016/j.jmmm.2006.10.135' '10.1016/j.jmmm.2009.02.019'
 '10.1016/j.jmmm.2009.05.059' '10.1016/j.jmmm.2010.07.043'
 '10.1016/j.jmmm.2015.08.083' '10.1016/j.jmmm.2015.12.020'
 '10.1016/j.jmmm.2017.06.099' '10.1016/j.jmmm.2017.10.092'
 '10.1016/j.jmmm.2018.11.089' '10.1016/j.jmmm.2018.11.089'
 '10.1016/j.jmmm.2019.04.045' '10.1016/j.jmmm.2019.04.045'
 '10.1016/j.jmmm.2020.167101' '10.1016/j.jmmm.2020.167101'
 '10.1016/j.jmmm.2020.167333' '10.1016/j.jmmm.2021.167733'
 '10.1016/j.jmmm.2021.167733' '10.1016/j.jpcs.2011.11.005'
 '10.1016/j.matchemphys.2012.04.037' '10.1016/j.matpr.2015.11.053'
 '10.1016/j.matpr.2015.11.053' '10.1016/j.physb.2010.02.038'
 '10.1016/j.progsolidstchem.2012.03.001' '10.1016/j.rinp.2019.102299'
 '10.1016/j.rinp.2021.104550' '10.1016/j.rinp.2021.104550'
 '10.1016/j.scriptamat.2009.05.007'
 '10.1016/j.solidstatesciences.2013.02.012'
 '10.1016/j.solidstatesciences.2020.106142'
 '10.1016/j.solidstatesciences.2020.106142' '10.1016/j.ssc.2005.03.038'
 '10.1016/j.ssc.2010.03.009' '10.1016/j.tsf.2009.12.075'
 'Gavriliuk2008-PRB-77-155112']"
Fe8N,[810. 820.],['10.1016/j.intermet.2019.02.001' '10.1016/j.jmmm.2019.166360']
Sr0.5La0.5Co1O3,[240. 240. 250.],"['10.1016/j.jallcom.2004.08.030' '10.1016/j.jmmm.2010.07.023'
 '10.1016/j.ssc.2010.01.003']"
BF,[1103.15],['10.1016/j.jmmm.2014.04.018']
Sr2IrO4,[120. 200. 225. 230. 230. 240.],"['10.1016/j.jmmm.2014.06.030' '10.1016/j.jmmm.2016.08.065'
 '10.1016/j.jmmm.2021.167749' 'Cao1998-PRB-57-R11039'
 'Sumita2019-PhD' 'Yuan2016-PRB-93-165136']"
Ga,"[  0.    7.6  25.   30.   53.  118.  155.  184.  210.  227.  235.5 254.
 290.  298.  302.  347.5 409.5 420.  526.  646.5 721. ]","['10.1016/0304-8853(95)00397-5' '10.1016/S0038-1098(98)00287-7'
 '10.1016/S0140-7007(03)00048-3' '10.1016/S0925-8388(00)01247-0'
 '10.1016/j.ijheatmasstransfer.2005.11.033'
 '10.1016/j.jallcom.2018.07.311' '10.1016/j.jallcom.2018.07.311'
 '10.1016/j.jallcom.2022.164164' '10.1016/j.jmmm.2006.02.137'
 '10.1016/j.jmmm.2009.03.030' '10.1016/j.jmmm.2009.08.040'
 '10.1016/j.jmmm.2021.167866' '10.1016/j.jpcs.2021.110290'
 '10.1016/j.matchemphys.2011.07.080' '10.1016/j.matchemphys.2011.07.080'
 '10.1016/j.msea.2007.04.110' '10.1016/j.physb.2012.03.069'
 '10.1016/j.physb.2019.06.033' '10.1016/j.ssc.2017.09.003'
 '10.1016/j.tsep.2022.101234'
 'Sadovskii2000-Superconductivity_and_Localization']"
CeCu6,[  3.5   5.    6.2  64.  128. ],"['10.1016/S0925-8388(00)00631-9' '10.1016/j.crhy.2014.06.005'
 'Raymond2000-JLTP-120-107' 'Raymond2000-JLTP-120-107'
 'Yang2008-Nature-454-611-SI']"
Sm2Co,[3.],['10.1016/S0304-8853(98)01028-2']
Ti0.8Fe1.2O3,[250.],['10.1016/j.jmmm.2006.10.783']
CrPt3,[500. 762. 762.],"['10.1016/S0304-8853(01)00805-8' '10.1016/j.heliyon.2020.e03545'
 '10.1016/j.heliyon.2020.e03545']"
Zn0.5Fe2Co0.5O4,[393. 396. 400.],"['10.1016/j.jmmm.2014.01.044' '10.1016/j.physb.2005.07.028'
 '10.1016/j.physb.2005.07.028']"
Ba0.3La0.7Mn1O3,[  0. 290. 290. 290. 336. 340. 340. 350. 350.],"['10.1016/S0304-8853(01)00139-1' '10.1016/j.jmmm.2006.12.002'
 '10.1016/j.jmmm.2006.12.002' '10.1016/j.jmmm.2006.12.002'
 '10.1016/j.jmmm.2006.12.002' '10.1016/j.jmmm.2009.08.014'
 '10.1016/j.jmmm.2016.01.082' '10.1016/j.jmmm.2017.05.073'
 '10.1016/j.jmmm.2018.09.088']"
Mn3SnC,[225. 265. 275. 275. 280. 290.],"['10.1016/j.jallcom.2020.154548' '10.1016/j.jmmm.2010.05.038'
 '10.1016/j.jmmm.2015.04.111' '10.1016/j.jmmm.2018.09.070'
 '10.1016/j.jmmm.2018.09.070' '10.1016/j.jmmm.2021.168163']"
DyGa,[115.],['10.1016/j.jmmm.2015.04.064']
Mn0.8Ni1Ge1Ru0.2,[173.],['10.1016/j.jmmm.2021.168767']
EuMnO3,[ 33.  42. 319.],"['10.1016/j.jallcom.2017.04.278' '10.1016/j.jmmm.2003.11.091'
 '10.1016/j.jmmm.2009.07.014']"
Ca0.9Tb0.1Mn1O3,[566.],['10.1016/j.jmmm.2009.07.014']
Ca0.85Sm0.15Mn1O3,[397.  400.4 540.6 541.  575. ],"['10.1016/j.jmmm.2009.07.014' '10.1016/j.jmmm.2009.07.014'
 '10.1016/j.jmmm.2009.07.014' '10.1016/j.jmmm.2009.07.014'
 '10.1016/j.jmmm.2009.07.014']"
Zn0.3Fe2Ni0.7O4,[260. 260.],['10.1016/j.jmmm.2006.02.031' '10.1016/j.jmmm.2006.02.031']
Zn0.95Co0.05O1,[330. 350. 380. 380.],"['10.1016/j.jallcom.2016.02.009' '10.1016/j.jmmm.2008.03.047'
 '10.1016/j.jmmm.2008.03.047' '10.1016/j.matchemphys.2008.06.062']"
NdTiCrO5,[21. 21.],['10.1016/j.jmmm.2017.09.013' '10.1016/j.jmmm.2017.09.013']
Ce2.6Nd10.4Fe82B5,[556.],['10.1016/j.jmmm.2017.07.017']
Dy2Fe14B,[4.2],['10.1016/S0304-8853(00)01348-2']
Nd6AlFe3,[460. 487. 500. 500. 570.],"['10.1016/S1359-6462(02)00459-1' '10.1016/j.intermet.2006.01.033'
 '10.1016/j.jmmm.2009.05.032' '10.1016/j.jmmm.2010.02.026'
 '10.1016/j.jmmm.2010.02.026']"
Ca2RuO4,[110.],['10.1016/S0304-8853(00)00641-7']
MnH20C6(NCl2)2,[39.2],['10.1016/0304-8853(80)90875-6']
Na,[ 17.  270.  290.  297.5 297.5 297.5 305.  305.  320.  335.  815. ],"['10.1016/j.jallcom.2012.02.096' '10.1016/j.jallcom.2012.02.096'
 '10.1016/j.jmmm.2006.10.1167' '10.1016/j.jmmm.2012.06.004'
 '10.1016/j.jmmm.2015.02.054' '10.1016/j.jmmm.2017.05.075'
 '10.1016/j.jmmm.2021.168111' '10.1016/j.physb.2015.08.022'
 'Vivanco2016-JSSC-242-3' 'Wali2015-DT-44-12796'
 'Wali2015-DT-44-12796']"
CeAgAs2,[248.],['10.1016/j.jmmm.2011.11.001']
Li(CuO)2,[30.],['10.1016/S0304-8853(98)00186-3']
DyInPd,[29. 38. 38. 74.],"['10.1016/S0304-8853(01)00950-7' '10.1016/S0304-8853(01)00950-7'
 '10.1016/j.jallcom.2014.08.079' 'Gupta2015-JAC-618-562']"
Mn2Sb,[   0.    544.45  550.    550.   1221.15],"['10.1016/S0921-4526(02)01119-5' '10.1016/j.actamat.2020.09.050'
 '10.1016/j.actamat.2020.09.050' '10.1016/j.apsusc.2009.06.007'
 '10.1016/j.jmmm.2014.08.005']"
Fe3B,[573.15 758.15 773.15 783.   786.   786.15 800.   803.15 863.15],"['10.1016/S0304-8853(01)00626-6' '10.1016/S0304-8853(98)00056-0'
 '10.1016/j.jallcom.2011.08.002' '10.1016/j.jmmm.2006.11.152'
 '10.1016/j.jmmm.2014.11.022' '10.1016/j.jmmm.2014.11.022'
 '10.1016/j.jmmm.2014.11.022' '10.1016/j.jmmm.2017.06.028'
 '10.1016/j.jnoncrysol.2019.119530']"
Nd5Al2Fe6Co6B,[680.],['10.1016/j.jmmm.2007.06.027']
Ce2Fe14B,"[ 420.    422.    424.    424.    424.    424.    424.15  424.15  424.15
  440.    441.    441.    472.    530.    547.    565.    565.   1338.  ]","['10.1016/j.actamat.2015.09.049' '10.1016/j.actamat.2018.05.046'
 '10.1016/j.actamat.2018.05.046' '10.1016/j.actamat.2018.05.046'
 '10.1016/j.actamat.2018.05.046' '10.1016/j.intermet.2022.107475'
 '10.1016/j.jallcom.2018.06.017' '10.1016/j.jallcom.2018.06.017'
 '10.1016/j.jallcom.2018.12.201' '10.1016/j.jallcom.2019.05.027'
 '10.1016/j.jmmm.2017.06.028' '10.1016/j.jmmm.2019.01.054'
 '10.1016/j.jmmm.2019.165252' '10.1016/j.jmmm.2019.165252'
 '10.1016/j.jmmm.2022.169217' '10.1016/j.jmmm.2022.169217'
 '10.1016/j.jmst.2020.11.027' '10.1016/j.jre.2022.06.015']"
CePRuO,[15.],['10.1016/j.jmmm.2016.11.104']
MnZnSb,[308.  308.5 311.  317. ],"['10.1016/j.jmmm.2018.06.035' '10.1016/j.jmmm.2018.06.035'
 '10.1016/j.jmmm.2019.165437' 'Ciesielski2022-PRM-6-063602']"
Cr6Co19,[5.],['10.1016/S0304-8853(98)00411-9']
CoO,"[ 30.  33.  60. 110. 115. 160. 180. 198. 200. 200. 200. 220. 220. 225.
 230. 270. 270. 270. 270. 280. 290. 290. 290. 290. 290. 290. 290. 291.
 291. 291. 291. 291. 291. 291. 291. 291. 291. 291. 291. 291. 291. 291.
 292. 292. 292. 293. 293. 293. 293. 293. 293. 293. 293. 293. 293. 297.
 298. 300. 307. 316. 354. 523. 523. 525. 525. 525. 570.]","['10.1016/B978-0-12-811180-2.00034-7' '10.1016/S0301-0104(02)00389-0'
 '10.1016/S0301-0104(02)00389-0' '10.1016/S0304-8853(01)00478-4'
 '10.1016/S0304-8853(02)00348-7' '10.1016/S0304-8853(03)00352-4'
 '10.1016/S0304-8853(03)00352-4' '10.1016/S0304-8853(03)00412-8'
 '10.1016/S0304-8853(03)00453-0' '10.1016/S0304-8853(98)00339-4'
 '10.1016/S0304-8853(98)00339-4' '10.1016/S0304-8853(99)00453-9'
 '10.1016/S0304-8853(99)00453-9' '10.1016/j.actamat.2007.02.019'
 '10.1016/j.apsusc.2014.06.195' '10.1016/j.apsusc.2014.06.195'
 '10.1016/j.apsusc.2015.04.019' '10.1016/j.cplett.2006.02.109'
 '10.1016/j.jallcom.2003.09.042' '10.1016/j.jallcom.2007.10.128'
 '10.1016/j.jallcom.2007.10.128' '10.1016/j.jallcom.2008.06.030'
 '10.1016/j.jallcom.2020.158123' '10.1016/j.jmmm.2004.10.063'
 '10.1016/j.jmmm.2005.03.022' '10.1016/j.jmmm.2006.01.118'
 '10.1016/j.jmmm.2006.01.118' '10.1016/j.jmmm.2006.10.593'
 '10.1016/j.jmmm.2009.12.016' '10.1016/j.jmmm.2012.07.052'
 '10.1016/j.jmmm.2013.04.063' '10.1016/j.jmmm.2013.04.063'
 '10.1016/j.jmmm.2014.02.011' '10.1016/j.jmmm.2014.02.011'
 '10.1016/j.jmmm.2014.02.039' '10.1016/j.jmmm.2014.03.036'
 '10.1016/j.jmmm.2014.04.071' '10.1016/j.jmmm.2014.04.071'
 '10.1016/j.jmmm.2014.04.071' '10.1016/j.jmmm.2014.04.071'
 '10.1016/j.jmmm.2014.04.071' '10.1016/j.jmmm.2016.10.159'
 '10.1016/j.jmmm.2017.04.095' '10.1016/j.jmmm.2017.04.095'
 '10.1016/j.jmmm.2017.04.095' '10.1016/j.jmmm.2017.04.095'
 '10.1016/j.jmmm.2017.08.054' '10.1016/j.jmmm.2018.11.095'
 '10.1016/j.jmmm.2018.12.056' '10.1016/j.jmmm.2019.04.050'
 '10.1016/j.jmmm.2019.166362' '10.1016/j.jmmm.2020.166822'
 '10.1016/j.jmmm.2020.167292' '10.1016/j.jmmm.2020.167292'
 '10.1016/j.jmmm.2021.167926' '10.1016/j.jssc.2012.08.009'
 '10.1016/j.matchemphys.2017.06.019' '10.1016/j.materresbull.2011.05.037'
 '10.1016/j.physleta.2009.07.037' '10.1016/j.ssc.2007.02.002'
 '10.1016/j.ssc.2008.12.019' '10.1016/j.ssc.2017.01.006'
 '10.1016/j.vacuum.2008.03.014' '10.1016/j.vacuum.2008.03.014'
 'Coey2009-MagnetismAndMagneticMaterials' 'Mao2018-RMP-90-015007'
 'Mao2018-RMP-90-015007']"
Tb,"[  8.     10.     13.     15.5    20.     21.     21.     25.     28.
  40.     41.     42.     43.     44.     45.     47.     48.     48.
  67.7    78.     85.     95.    157.    157.    205.    219.    219.5
 219.8   226.    256.    291.    338.    410.    423.    449.255]","['10.1016/0022-3697(78)90043-4' '10.1016/0038-1098(93)90838-E'
 '10.1016/0304-8853(83)90206-8' '10.1016/S0167-577X(02)00775-9'
 '10.1016/S0304-8853(02)00573-5' '10.1016/S0304-8853(03)00615-2'
 '10.1016/S0304-8853(97)00728-2' '10.1016/S0304-8853(99)00479-5'
 '10.1016/S0304-8853(99)00540-5' '10.1016/S0921-4526(99)01776-7'
 '10.1016/S0925-8388(99)00298-4' '10.1016/S0925-8388(99)00681-7'
 '10.1016/j.jallcom.2005.11.020' '10.1016/j.jallcom.2010.06.061'
 '10.1016/j.jallcom.2015.03.263' '10.1016/j.jallcom.2020.153810'
 '10.1016/j.jmmm.2007.02.007' '10.1016/j.jmmm.2007.02.007'
 '10.1016/j.jmmm.2020.166781' '10.1016/j.jmmm.2020.167152'
 '10.1016/j.jssc.2016.03.037' '10.1016/j.jssc.2016.03.037'
 '10.1016/j.jssc.2016.03.037' '10.1016/j.matlet.2020.128148'
 '10.1016/j.nimb.2007.11.047' '10.1016/j.physb.2004.03.048'
 '10.1016/j.physb.2011.12.112' '10.1016/j.ssc.2012.04.033'
 '10.1016/j.ssc.2012.04.033' '10.1016/j.ssc.2012.04.033'
 '10.1016/j.ssc.2012.04.033' 'AlOmari1997-IEEETM-33-3850'
 'Schafer1997-JAC-250-565' 'Xiao2006-JAC-407-1'
 'Yin2020-Nature-583-533']"
Pr2Fe14B,[559.2 570.  600. ],"['10.1016/j.jmmm.2019.165983' '10.1016/j.jmmm.2019.165983'
 '10.1016/j.jnoncrysol.2019.119530']"
UNiGe,[35. 44.],['10.1016/j.jmmm.2011.07.009' '10.1016/j.jmmm.2011.07.009']
MnCuAs,[274.],['10.1016/j.jmmm.2020.167078']
MnO,"[ 20.   22.4  24.   26.   76.   76.   76.   84.   84.   95.  115.  116.
 116.  118.  118.  120.  120.  120.  120.  120.  122.  132.5 150.  280.
 300.  300.  610. ]","['10.1016/S0022-3697(01)00175-5' '10.1016/j.apsusc.2016.02.145'
 '10.1016/j.jallcom.2020.158320' '10.1016/j.jmmm.2003.12.118'
 '10.1016/j.jmmm.2007.02.194' '10.1016/j.jmmm.2007.02.194'
 '10.1016/j.jmmm.2010.06.019' '10.1016/j.jmmm.2011.05.056'
 '10.1016/j.jmmm.2011.09.025' '10.1016/j.jmmm.2017.06.063'
 '10.1016/j.jmmm.2020.166687' '10.1016/j.jmmm.2020.166687'
 '10.1016/j.jmmm.2020.166687' '10.1016/j.jmmm.2020.166687'
 '10.1016/j.jmmm.2021.168271' '10.1016/j.jssc.2011.07.017'
 '10.1016/j.matpr.2017.04.012' '10.1016/j.mseb.2007.01.020'
 '10.1016/j.mseb.2010.01.049' '10.1016/j.ssc.2011.04.013'
 '10.1016/j.tsf.2010.12.006' '10.1016/j.tsf.2010.12.006'
 '10.1016/j.vacuum.2012.01.010'
 'KittelIntroductionToSolidStatePhysics8th'
 'KittelIntroductionToSolidStatePhysics8th'
 'PaponLeblondMeijer2006PhaseTransitions'
 'PaponLeblondMeijer2006PhaseTransitions']"
ZrZn2,"[   0.     8.    26.    28.    28.    28.    29.   442.   528.5  568.
 7400. ]","['10.1016/j.jmmm.2021.168353' '10.1016/j.physleta.2005.09.063'
 'Coey2009-MagnetismAndMagneticMaterials'
 'Combier2013-JPSJ-82-104705' 'Gordon2016-JPACM-28-166006'
 'Kabeya2013-PSSB-250-654' 'Karchev2003-PRB-67-054416'
 'Rana2019-PRB-99-214417' 'Rana2019-PRB-99-214417'
 'Rana2019-PRB-99-214417' 'Takashima2007-JPSJ-76-043704']"
MnPt,[225.   613.15 653.15 762.  ],"['10.1016/j.heliyon.2020.e03545' '10.1016/j.jmmm.2019.01.007'
 '10.1016/j.jmmm.2019.01.007' '10.1016/j.jmmm.2020.166690']"
Nd1Ti1Fe11C2.1,[150.],['10.1016/S0304-8853(00)00032-9']
SrFe12O19,"[ 273.15  731.75  732.    732.15  737.    737.    737.    743.15  747.15
  749.15 1740.  ]","['10.1016/S0304-8853(97)01157-8' '10.1016/j.ceramint.2019.04.023'
 '10.1016/j.ceramint.2020.04.304' '10.1016/j.jallcom.2008.08.076'
 '10.1016/j.jallcom.2010.09.184' '10.1016/j.jmmm.2006.01.110'
 '10.1016/j.jmmm.2012.02.106' '10.1016/j.jmmm.2012.02.106'
 '10.1016/j.jmmm.2016.11.013' '10.1016/j.jmmm.2018.01.062'
 '10.1016/j.jmmm.2022.169378']"
Co3O4,"[  5.  30.  30.  30.  30.  33.  40.  40.  40. 219. 290. 290. 290. 300.
 523. 525.]","['10.1016/S0304-8853(02)00050-1' '10.1016/S0304-8853(03)00352-4'
 '10.1016/S0304-8853(03)00352-4' '10.1016/j.apcata.2006.03.033'
 '10.1016/j.ceramint.2015.04.029' '10.1016/j.ceramint.2019.01.040'
 '10.1016/j.cplett.2006.02.109' '10.1016/j.jallcom.2015.05.276'
 '10.1016/j.jmmm.2006.01.118' '10.1016/j.jmmm.2009.01.003'
 '10.1016/j.jmmm.2014.10.021' '10.1016/j.jmmm.2018.03.013'
 '10.1016/j.matchemphys.2010.11.003' '10.1016/j.matchemphys.2017.06.019'
 '10.1016/j.matchemphys.2017.06.019' '10.1016/j.matchemphys.2017.06.019']"
La1Fe10.5Co1.4Si1.1,[330.],['10.1016/j.jmmm.2019.166239']
MnCo,[925.],['10.1016/S0304-8853(02)01384-7']
Ho0.05Zn0.8Fe1.95Co0.2O4,[188.],['10.1016/S0304-8853(02)00158-0']
Mn0.5Fe2Sn0.5O4,[100. 100.],['10.1016/j.jmmm.2015.12.059' '10.1016/j.jmmm.2015.12.059']
Sr0.175La0.825Mn1O3,[282.],['10.1016/j.jmmm.2008.11.024']
Gd14Al2.8Co3.2,[66.],['10.1016/j.jmmm.2018.12.082']
Sr0.4La0.6Mn1O3,[250. 365. 374. 378.],"['10.1016/j.jmmm.2010.06.038' '10.1016/j.jmmm.2022.169462'
 '10.1016/j.jmmm.2022.169462' '10.1016/j.ssc.2006.11.005']"
PrGa3Cu,[4.6],['10.1016/j.jmmm.2015.03.017']
Gd2AlCo2,[58. 78.],['10.1016/j.jallcom.2019.02.175' '10.1016/j.jmmm.2017.06.090']
Tb2AlCo2,[98.],['10.1016/j.jmmm.2017.06.090']
Dy2AlCo2,[58. 58.],['10.1016/j.jmmm.2017.06.090' '10.1016/j.matchar.2011.02.009']
Ca0.32La0.54Mn1O3,[272.],['10.1016/S0304-8853(03)00085-4']
Sr0.33La0.47Gd0.2Mn1O3,[298.],['10.1016/j.jmmm.2008.07.038']
Pr2Co7,[600. 600.],['10.1016/j.jmmm.2021.167868' '10.1016/j.vacuum.2020.109168']
LaCeCo7,[233. 260.],['10.1016/j.jmmm.2021.167868' '10.1016/j.jmmm.2021.167868']
Ga4Fe3,[370.   392.15],['10.1016/j.jmmm.2015.01.084' 'Shanmukharao2017-JMMM-422-174']
Cr,"[   8.     16.8    50.     51.     62.     70.     70.     90.5   109.
  110.    112.    121.    122.    125.    128.    128.    130.    132.
  190.    219.    230.    231.    241.    245.    255.    260.    260.
  270.    270.    270.    270.    273.    274.5   300.    300.    301.
  302.5   308.    308.    308.    308.05  310.    310.15  311.    311.
  311.    311.    311.    311.    311.    311.    311.    311.    311.
  312.    313.    316.    330.    350.    350.    367.    373.    384.
  386.    393.    401.    415.    415.    425.    450.    560.    590.
  700.    712.    800.    859.   2180.  ]","['10.1016/S0022-3697(99)00091-8' '10.1016/S0304-8853(01)00229-3'
 '10.1016/S0304-8853(02)00295-0' '10.1016/S0304-8853(02)00399-2'
 '10.1016/S0304-8853(03)00584-5' '10.1016/S0304-8853(03)00584-5'
 '10.1016/S0304-8853(03)00584-5' '10.1016/S0304-8853(97)01056-1'
 '10.1016/S0304-8853(97)01056-1' '10.1016/S0304-8853(98)00100-0'
 '10.1016/S0304-8853(98)00106-1' '10.1016/S0304-8853(98)00161-9'
 '10.1016/S0304-8853(98)01139-1' '10.1016/S0304-8853(98)01139-1'
 '10.1016/S0304-8853(99)00311-X' '10.1016/S0304-8853(99)00319-4'
 '10.1016/j.apsusc.2012.05.129' '10.1016/j.apsusc.2012.05.129'
 '10.1016/j.calphad.2021.102268' '10.1016/j.calphad.2021.102268'
 '10.1016/j.jallcom.2004.01.062' '10.1016/j.jallcom.2004.04.055'
 '10.1016/j.jallcom.2004.04.055' '10.1016/j.jallcom.2005.01.017'
 '10.1016/j.jallcom.2006.01.019' '10.1016/j.jallcom.2014.08.117'
 '10.1016/j.jallcom.2014.09.078' '10.1016/j.jcrysgro.2006.11.045'
 '10.1016/j.jelechem.2004.07.036' '10.1016/j.jelechem.2004.07.036'
 '10.1016/j.jeurceramsoc.2005.03.185' '10.1016/j.jmmm.2003.12.551'
 '10.1016/j.jmmm.2004.07.013' '10.1016/j.jmmm.2005.10.125'
 '10.1016/j.jmmm.2006.10.597' '10.1016/j.jmmm.2006.12.010'
 '10.1016/j.jmmm.2006.12.010' '10.1016/j.jmmm.2007.03.127'
 '10.1016/j.jmmm.2009.06.070' '10.1016/j.jmmm.2009.07.063'
 '10.1016/j.jmmm.2011.01.042' '10.1016/j.jmmm.2012.08.028'
 '10.1016/j.jmmm.2013.03.025' '10.1016/j.jmmm.2014.02.018'
 '10.1016/j.jmmm.2014.05.046' '10.1016/j.jmmm.2014.09.053'
 '10.1016/j.jmmm.2015.01.084' '10.1016/j.jmmm.2015.04.104'
 '10.1016/j.jmmm.2016.10.149' '10.1016/j.jmmm.2017.07.034'
 '10.1016/j.jmmm.2018.09.098' '10.1016/j.jmmm.2019.02.082'
 '10.1016/j.jmmm.2020.166648' '10.1016/j.jmmm.2020.166648'
 '10.1016/j.jmmm.2020.167042' '10.1016/j.jmmm.2021.168856'
 '10.1016/j.jpcs.2007.04.021' '10.1016/j.molstruc.2019.05.069'
 '10.1016/j.molstruc.2019.05.069' '10.1016/j.physb.2003.11.032'
 '10.1016/j.physb.2003.11.032' '10.1016/j.physb.2003.11.032'
 '10.1016/j.physe.2021.114731' '10.1016/j.progsolidstchem.2009.11.001'
 '10.1016/j.progsolidstchem.2009.11.001'
 '10.1016/j.progsolidstchem.2009.11.001' '10.1016/j.ssc.2006.10.007'
 '10.1016/j.surfcoat.2021.127575' '10.1016/j.tsf.2013.07.066'
 'AllanMackintoshSymposium1996' 'Brando2016-RMP-arXiv'
 'Das2015-JPCM-27-016004' 'Harada2007-JMMM-310-1569'
 'Jo2016-PRB-94-184413' 'Rai2022-JPCM-34-273002'
 'Takahashi2008-JAC-459-78' 'Yang2021-Arxiv-2109.01336']"
DyNi,[47. 47. 61.],"['10.1016/j.jmmm.2016.02.052' '10.1016/j.jmmm.2016.02.052'
 '10.1016/j.jmmm.2016.02.052']"
FeSn2,[378.],['10.1016/S0304-8853(00)00036-6']
FeCoSiNiBMo,[491.],['10.1016/j.jmmm.2020.167328']
Y2Fe17,"[ 295.3   301.    305.    310.    317.25  320.    324.    324.    325.
  341.    415.    481.    500.5   583.   1195.   1195.  ]","['10.1016/0925-8388(94)05007-4' '10.1016/0925-8388(94)05007-4'
 '10.1016/S0038-1098(99)00157-X' '10.1016/S0926-2040(97)00104-5'
 '10.1016/S0926-2040(97)00104-5' '10.1016/S0926-2040(97)00104-5'
 '10.1016/j.cap.2016.05.013' '10.1016/j.jallcom.2005.11.044'
 '10.1016/j.jallcom.2006.07.137' '10.1016/j.jallcom.2014.10.026'
 '10.1016/j.jmmm.2003.12.889' '10.1016/j.jmmm.2005.10.188'
 '10.1016/j.jmmm.2009.06.082' '10.1016/j.physb.2015.08.012'
 '10.1016/j.ssc.2005.05.030' 'Maruyama2005-SSC-135-424']"
Mn1Fe0.25Sb1,[269.4],['10.1016/j.jmmm.2021.168380']
AlFe3,[713.15 800.  ],['10.1016/S0038-1098(01)00433-1' '10.1016/j.jmmm.2015.05.091']
Mg(FeO2)2,[170.   333.85 412.15 511.15 548.15 611.15 713.   713.15 900.  ],"['10.1016/j.apsusc.2017.04.021' '10.1016/j.jmmm.2010.10.010'
 '10.1016/j.jmmm.2016.08.021' '10.1016/j.jmmm.2019.166054'
 '10.1016/j.jmmm.2019.166054' '10.1016/j.jmmm.2019.166054'
 '10.1016/j.jmmm.2019.166054' '10.1016/j.jmmm.2019.166054'
 '10.1016/j.jss.2007.05.022']"
Fe2B,"[ 550.15  583.15  593.15  693.15  813.15  993.15 1013.15 1015.   1015.
 1015.   1015.   1023.15 1050.   1083.  ]","['10.1016/S0025-5408(98)00120-2' '10.1016/S0304-8853(00)00382-6'
 '10.1016/S0304-8853(00)00382-6' '10.1016/j.jallcom.2005.07.030'
 '10.1016/j.jallcom.2014.11.158' '10.1016/j.jallcom.2014.11.158'
 '10.1016/j.jallcom.2018.06.341' '10.1016/j.jmmm.2017.03.047'
 '10.1016/j.jmmm.2019.03.017' '10.1016/j.jmmm.2020.167214'
 '10.1016/j.matlet.2010.08.030' 'Chen2004-SSC-129-573'
 'Ibrir2013-EP-36-612' 'Takacs1975-JPFMP-5-800']"
FePd,[ 30.   753.15],['10.1016/j.jmmm.2019.03.017' '10.1016/j.scriptamat.2005.04.039']
La0.8Ce0.2Mn1O3,[260.],['10.1016/S0304-8853(00)00527-8']
